Order ID-1,Order Date,Customer Name,City,Country,Region,Segment,Ship Date,Ship Mode,State,Order ID,Product Name,Discount,Sales,Profit,Quantity,Category,Sub-Category
AZ-2011-5702370,1/12/2011,Hershel Snyder,Lohne,Germany,Central,Corporate,1/19/2011,Economy,Lower Saxony,AZ-2011-5702370,"Ibico Index Tab, Clear",0,17,6,2,Office Supplies,Binders
AZ-2011-5702370,1/12/2011,Hershel Snyder,Lohne,Germany,Central,Corporate,1/19/2011,Economy,Lower Saxony,AZ-2011-5702370,"Epson Printer, White",0,522,21,2,Technology,Machines
BN-2011-4913858,1/13/2011,Julian Dobie,Dordrecht,Netherlands,Central,Consumer,1/19/2011,Economy,South Holland,BN-2011-4913858,"Wilson Jones Hole Reinforcements, Durable",0.5,9,-3,3,Office Supplies,Binders
BN-2011-4913858,1/13/2011,Julian Dobie,Dordrecht,Netherlands,Central,Consumer,1/19/2011,Economy,South Holland,BN-2011-4913858,"Harbour Creations Legal Exhibit Labels, Laser Printer Compatible",0.5,22,-12,4,Office Supplies,Labels
BN-2011-4913858,1/13/2011,Julian Dobie,Dordrecht,Netherlands,Central,Consumer,1/19/2011,Economy,South Holland,BN-2011-4913858,"Green Bar Cards & Envelopes, Multicolor",0.5,50,-38,2,Office Supplies,Paper
BN-2011-4913858,1/13/2011,Julian Dobie,Dordrecht,Netherlands,Central,Consumer,1/19/2011,Economy,South Holland,BN-2011-4913858,"Smead Lockers, Blue",0.5,198,-131,2,Office Supplies,Storage
BN-2011-2807470,1/13/2011,Rose Heap,Gothenburg,Sweden,North,Consumer,1/20/2011,Economy,Västra Götaland,BN-2011-2807470,"Sanford Pens, Fluorescent",0.5,31,-14,5,Office Supplies,Art
AZ-2011-5960662,1/14/2011,Ella Troy,Vienna,Austria,Central,Home Office,1/19/2011,Economy,Vienna,AZ-2011-5960662,"Xerox Message Books, Premium",0,224,103,11,Office Supplies,Paper
AZ-2011-5960662,1/14/2011,Ella Troy,Vienna,Austria,Central,Home Office,1/19/2011,Economy,Vienna,AZ-2011-5960662,"StarTech Card Printer, White",0,486,78,3,Technology,Machines
AZ-2011-5960662,1/14/2011,Ella Troy,Vienna,Austria,Central,Home Office,1/19/2011,Economy,Vienna,AZ-2011-5960662,"Apple Headset, with Caller ID",0,440,66,6,Technology,Phones
AZ-2011-7675351,1/15/2011,Everett Dunbar,Langen,Germany,Central,Corporate,1/20/2011,Economy Plus,Lower Saxony,AZ-2011-7675351,"Cuisinart Microwave, White",0.1,249,3,1,Office Supplies,Appliances
AZ-2011-7675351,1/15/2011,Everett Dunbar,Langen,Germany,Central,Corporate,1/20/2011,Economy Plus,Lower Saxony,AZ-2011-7675351,"Harbour Creations Removable Labels, 5000 Label Set",0,21,7,2,Office Supplies,Labels
AZ-2011-7675351,1/15/2011,Everett Dunbar,Langen,Germany,Central,Corporate,1/20/2011,Economy Plus,Lower Saxony,AZ-2011-7675351,"Green Bar Computer Printout Paper, 8.5 x 11",0,170,25,5,Office Supplies,Paper
AZ-2011-7675351,1/15/2011,Everett Dunbar,Langen,Germany,Central,Corporate,1/20/2011,Economy Plus,Lower Saxony,AZ-2011-7675351,"Elite Letter Opener, Easy Grip",0,55,2,2,Office Supplies,Supplies
AZ-2011-7675351,1/15/2011,Everett Dunbar,Langen,Germany,Central,Corporate,1/20/2011,Economy Plus,Lower Saxony,AZ-2011-7675351,"Hewlett Copy Machine, Laser",0,527,11,2,Technology,Copiers
BN-2011-3770060,1/17/2011,Georgia Bermingham,Copenhagen,Denmark,North,Home Office,1/23/2011,Economy,Hovedstaden,BN-2011-3770060,"Hon Shipping Labels, Laser Printer Compatible",0.5,17,-8,3,Office Supplies,Labels
AZ-2011-7419210,1/18/2011,Christopher Goold,Gandia,Spain,South,Corporate,1/21/2011,Priority,Valenciana,AZ-2011-7419210,"Stockwell Thumb Tacks, Bulk Pack",0,108,33,8,Office Supplies,Fasteners
AZ-2011-1816950,1/18/2011,John Baca,Esbjerg,Denmark,North,Consumer,1/23/2011,Economy Plus,South Denmark,AZ-2011-1816950,"Acco Binding Machine, Economy",0.5,26,-11,1,Office Supplies,Binders
AZ-2011-5342265,1/19/2011,Jennifer Mattingly,Trapani,Italy,South,Home Office,1/20/2011,Priority,Sicily,AZ-2011-5342265,"Wilson Jones Binding Machine, Clear",0,145,44,3,Office Supplies,Binders
AZ-2011-5342265,1/19/2011,Jennifer Mattingly,Trapani,Italy,South,Home Office,1/20/2011,Priority,Sicily,AZ-2011-5342265,"Fellowes Folders, Blue",0.4,48,8,3,Office Supplies,Storage
AZ-2011-3059419,1/19/2011,Kai Leonard,Sesto San Giovanni,Italy,South,Corporate,1/21/2011,Priority,Lombardy,AZ-2011-3059419,"GlobeWeis Business Envelopes, Recycled",0,48,21,3,Office Supplies,Envelopes
AZ-2011-2002251,1/20/2011,Nathan Iqbal,Villiers-sur-Marne,France,Central,Consumer,1/25/2011,Economy,Ile-de-France,AZ-2011-2002251,"Boston Pencil Sharpener, Water Color",0,58,8,2,Office Supplies,Art
AZ-2011-5357101,1/21/2011,Noah Chamberlain,Bielefeld,Germany,Central,Consumer,1/26/2011,Economy,North Rhine-Westphalia,AZ-2011-5357101,"Memorex Router, Programmable",0,495,233,2,Technology,Accessories
AZ-2011-8034411,1/22/2011,Melissa Bean,Prato,Italy,South,Home Office,1/26/2011,Economy,Tuscany,AZ-2011-8034411,"Bush Classic Bookcase, Traditional",0,825,338,2,Furniture,Bookcases
AZ-2011-2245674,1/22/2011,Dylan Disney,Leuven,Belgium,Central,Home Office,1/26/2011,Economy,Flemish Brabant,AZ-2011-2245674,"Avery Index Tab, Clear",0,12,3,2,Office Supplies,Binders
AZ-2011-2245674,1/22/2011,Dylan Disney,Leuven,Belgium,Central,Home Office,1/26/2011,Economy,Flemish Brabant,AZ-2011-2245674,"Tenex File Cart, Blue",0,666,120,5,Office Supplies,Storage
AZ-2011-8034411,1/22/2011,Melissa Bean,Prato,Italy,South,Home Office,1/26/2011,Economy,Tuscany,AZ-2011-8034411,"Boston Canvas, Easy-Erase",0,54,12,1,Office Supplies,Art
AZ-2011-8034411,1/22/2011,Melissa Bean,Prato,Italy,South,Home Office,1/26/2011,Economy,Tuscany,AZ-2011-8034411,"Rogers Lockers, Single Width",0.4,889,59,7,Office Supplies,Storage
BN-2011-7883641,1/24/2011,William Horton,Bologna,Italy,South,Consumer,1/26/2011,Priority,Emilia-Romagna,BN-2011-7883641,"Harbour Creations Swivel Stool, Set of Two",0.6,73,-57,1,Furniture,Chairs
BN-2011-7883641,1/24/2011,William Horton,Bologna,Italy,South,Consumer,1/26/2011,Priority,Emilia-Romagna,BN-2011-7883641,"Office Star Bag Chairs, Set of Two",0.6,69,-95,3,Furniture,Chairs
BN-2011-7883641,1/24/2011,William Horton,Bologna,Italy,South,Consumer,1/26/2011,Priority,Emilia-Romagna,BN-2011-7883641,"Advantus Staples, 12 Pack",0,41,3,4,Office Supplies,Fasteners
BN-2011-7883641,1/24/2011,William Horton,Bologna,Italy,South,Consumer,1/26/2011,Priority,Emilia-Romagna,BN-2011-7883641,"Harbour Creations Color Coded Labels, Adjustable",0,54,8,5,Office Supplies,Labels
BN-2011-7883641,1/24/2011,William Horton,Bologna,Italy,South,Consumer,1/26/2011,Priority,Emilia-Romagna,BN-2011-7883641,"SanDisk Memo Slips, Multicolor",0,55,3,3,Office Supplies,Paper
AZ-2011-6684426,1/24/2011,Vaughn Gibbs,Gela,Italy,South,Home Office,1/26/2011,Economy Plus,Sicily,AZ-2011-6684426,"Boston Markers, Fluorescent",0,28,4,1,Office Supplies,Art
AZ-2011-5010109,1/25/2011,Walter Coley,Maisons-Alfort,France,Central,Consumer,1/30/2011,Economy,Ile-de-France,AZ-2011-5010109,"Stanley Markers, Water Color",0,178,59,7,Office Supplies,Art
AZ-2011-4205736,1/25/2011,David Harney,Menden,Germany,Central,Corporate,2/1/2011,Economy,North Rhine-Westphalia,AZ-2011-4205736,"Advantus Light Bulb, Duo Pack",0,20,4,1,Furniture,Furnishings
AZ-2011-4205736,1/25/2011,David Harney,Menden,Germany,Central,Corporate,2/1/2011,Economy,North Rhine-Westphalia,AZ-2011-4205736,"Cardinal Binder, Clear",0,133,4,10,Office Supplies,Binders
AZ-2011-5708655,1/26/2011,Hayley Baldwinson,Oslo,Norway,North,Consumer,1/30/2011,Economy,Oslo,AZ-2011-5708655,"Acco Binder Covers, Clear",0,13,5,1,Office Supplies,Binders
AZ-2011-5708655,1/26/2011,Hayley Baldwinson,Oslo,Norway,North,Consumer,1/30/2011,Economy,Oslo,AZ-2011-5708655,"Avery Binder, Economy",0,52,20,4,Office Supplies,Binders
AZ-2011-201891,1/26/2011,Lori Miller,Madrid,Spain,South,Consumer,1/30/2011,Economy,Madrid,AZ-2011-201891,"Smead Removable Labels, 5000 Label Set",0,32,10,3,Office Supplies,Labels
AZ-2011-5708655,1/26/2011,Hayley Baldwinson,Oslo,Norway,North,Consumer,1/30/2011,Economy,Oslo,AZ-2011-5708655,"Memorex Flash Drive, Bluetooth",0,88,18,3,Technology,Accessories
BN-2011-6722454,1/26/2011,Joseph Locke,Lisbon,Portugal,South,Corporate,1/30/2011,Economy,Lisboa,BN-2011-6722454,"Hewlett Wireless Fax, Laser",0.5,570,-217,3,Technology,Copiers
BN-2011-486854,1/28/2011,Gracie Hicks,Draguignan,France,Central,Consumer,2/3/2011,Economy,Provence-Alpes-Côte d'Azur,BN-2011-486854,"Rogers Folders, Single Width",0.1,28,-1,1,Office Supplies,Storage
AZ-2011-494581,2/1/2011,Kiara Allen,Parma,Italy,South,Consumer,2/5/2011,Economy,Emilia-Romagna,AZ-2011-494581,"Sanford Pencil Sharpener, Water Color",0,78,20,3,Office Supplies,Art
AZ-2011-2825684,2/1/2011,Hollie Norris,Halle,Germany,Central,Consumer,2/7/2011,Economy,North Rhine-Westphalia,AZ-2011-2825684,"Acco Hole Reinforcements, Recycled",0,21,11,3,Office Supplies,Binders
AZ-2011-2825684,2/1/2011,Hollie Norris,Halle,Germany,Central,Consumer,2/7/2011,Economy,North Rhine-Westphalia,AZ-2011-2825684,"Avery Hole Reinforcements, Durable",0,12,4,2,Office Supplies,Binders
BN-2011-9336144,2/2/2011,Lara Stoate,Rosenheim,Germany,Central,Corporate,2/2/2011,Immediate,Bavaria,BN-2011-9336144,"Fellowes File Cart, Industrial",0.1,248,8,2,Office Supplies,Storage
BN-2011-9336144,2/2/2011,Lara Stoate,Rosenheim,Germany,Central,Corporate,2/2/2011,Immediate,Bavaria,BN-2011-9336144,"Brother Wireless Fax, Laser",0,379,140,1,Technology,Copiers
AZ-2011-4614904,2/2/2011,Caleb Kenyon,Torrevieja,Spain,South,Corporate,2/4/2011,Priority,Valenciana,AZ-2011-4614904,"Boston Highlighters, Water Color",0,44,8,2,Office Supplies,Art
AZ-2011-4696725,2/2/2011,Courtney Hancock,London,United Kingdom,North,Consumer,2/4/2011,Priority,England,AZ-2011-4696725,"Cisco Headset, Full Size",0.1,162,43,2,Technology,Phones
AZ-2011-838467,2/2/2011,Ronald Everson,Dresden,Germany,Central,Corporate,2/5/2011,Priority,Saxony,AZ-2011-838467,"Xerox Note Cards, Premium",0.5,13,-8,1,Office Supplies,Paper
AZ-2011-838467,2/2/2011,Ronald Everson,Dresden,Germany,Central,Corporate,2/5/2011,Priority,Saxony,AZ-2011-838467,"HP Fax and Copier, Digital",0.5,86,0,1,Technology,Copiers
AZ-2011-838467,2/2/2011,Ronald Everson,Dresden,Germany,Central,Corporate,2/5/2011,Priority,Saxony,AZ-2011-838467,"Motorola Signal Booster, Cordless",0.5,584,-59,8,Technology,Phones
BN-2011-2468159,2/2/2011,Brandon Preston,Reims,France,Central,Consumer,2/6/2011,Economy,Alsace-Champagne-Ardenne-Lorraine,BN-2011-2468159,"SanDisk Memo Slips, Multicolor",0.5,46,-41,5,Office Supplies,Paper
AZ-2011-4987681,2/2/2011,Daryl Claypool,Seville,Spain,South,Corporate,2/6/2011,Economy Plus,Andalusía,AZ-2011-4987681,"Acme Box Cutter, High Speed",0,38,18,1,Office Supplies,Supplies
BN-2011-2468159,2/2/2011,Brandon Preston,Reims,France,Central,Consumer,2/6/2011,Economy,Alsace-Champagne-Ardenne-Lorraine,BN-2011-2468159,"Logitech Numeric Keypad, Erganomic",0.5,44,-8,2,Technology,Accessories
BN-2011-2468159,2/2/2011,Brandon Preston,Reims,France,Central,Consumer,2/6/2011,Economy,Alsace-Champagne-Ardenne-Lorraine,BN-2011-2468159,"Hewlett Copy Machine, Color",0.65,550,-236,6,Technology,Copiers
BN-2011-2468159,2/2/2011,Brandon Preston,Reims,France,Central,Consumer,2/6/2011,Economy,Alsace-Champagne-Ardenne-Lorraine,BN-2011-2468159,"Konica Phone, White",0.65,89,-76,3,Technology,Machines
AZ-2011-4987681,2/2/2011,Daryl Claypool,Seville,Spain,South,Corporate,2/6/2011,Economy Plus,Andalusía,AZ-2011-4987681,"Cisco Smart Phone, Full Size",0.1,587,104,1,Technology,Phones
AZ-2011-7043718,2/2/2011,Winnie Moss,Barcelona,Spain,South,Consumer,2/7/2011,Economy Plus,Catalonia,AZ-2011-7043718,"Ikea Library with Doors, Pine",0,729,241,2,Furniture,Bookcases
AZ-2011-7043718,2/2/2011,Winnie Moss,Barcelona,Spain,South,Consumer,2/7/2011,Economy Plus,Catalonia,AZ-2011-7043718,"SAFCO Steel Folding Chair, Black",0.2,266,23,4,Furniture,Chairs
AZ-2011-7043718,2/2/2011,Winnie Moss,Barcelona,Spain,South,Consumer,2/7/2011,Economy Plus,Catalonia,AZ-2011-7043718,"BIC Canvas, Water Color",0,57,1,1,Office Supplies,Art
AZ-2011-7043718,2/2/2011,Winnie Moss,Barcelona,Spain,South,Consumer,2/7/2011,Economy Plus,Catalonia,AZ-2011-7043718,"Sanford Pencil Sharpener, Water Color",0,116,13,4,Office Supplies,Art
BN-2011-7087921,2/3/2011,Max Ludwig,Uppsala,Sweden,North,Home Office,2/5/2011,Economy Plus,Uppsala,BN-2011-7087921,"Boston Pencil Sharpener, Easy-Erase",0.5,91,-62,6,Office Supplies,Art
AZ-2011-6835828,2/4/2011,Summer Hayward,Nice,France,Central,Consumer,2/8/2011,Economy,Provence-Alpes-Côte d'Azur,AZ-2011-6835828,"Tenex Shelving, Industrial",0.1,149,15,3,Office Supplies,Storage
AZ-2011-2397035,2/7/2011,Millie Newman,Boulogne-sur-Mer,France,Central,Consumer,2/11/2011,Economy,Nord-Pas-de-Calais-Picardie,AZ-2011-2397035,"Stanley Pencil Sharpener, Water Color",0,112,4,4,Office Supplies,Art
AZ-2011-2397035,2/7/2011,Millie Newman,Boulogne-sur-Mer,France,Central,Consumer,2/11/2011,Economy,Nord-Pas-de-Calais-Picardie,AZ-2011-2397035,"Avery Binder Covers, Durable",0,50,6,4,Office Supplies,Binders
AZ-2011-2397035,2/7/2011,Millie Newman,Boulogne-sur-Mer,France,Central,Consumer,2/11/2011,Economy,Nord-Pas-de-Calais-Picardie,AZ-2011-2397035,"Konica Receipt Printer, Wireless",0.15,208,12,2,Technology,Machines
AZ-2011-9421435,2/7/2011,Larry Klaus,La Crau,France,Central,Corporate,2/12/2011,Economy,Provence-Alpes-Côte d'Azur,AZ-2011-9421435,"Novimex Legal Exhibit Labels, Laser Printer Compatible",0,31,11,3,Office Supplies,Labels
AZ-2011-2956456,2/8/2011,Shelby Dunston,Siena,Italy,South,Consumer,2/13/2011,Economy,Tuscany,AZ-2011-2956456,"Stockwell Clamps, 12 Pack",0,110,22,6,Office Supplies,Fasteners
AZ-2011-2606042,2/9/2011,Piper Wilder-Neligan,Frankfurt,Germany,Central,Consumer,2/9/2011,Immediate,Hesse,AZ-2011-2606042,"Binney & Smith Pencil Sharpener, Fluorescent",0,133,5,5,Office Supplies,Art
AZ-2011-2606042,2/9/2011,Piper Wilder-Neligan,Frankfurt,Germany,Central,Consumer,2/9/2011,Immediate,Hesse,AZ-2011-2606042,"Cardinal Binder Covers, Clear",0,80,21,7,Office Supplies,Binders
AZ-2011-5195846,2/9/2011,Patricia Lukes,Almelo,Netherlands,Central,Corporate,2/13/2011,Economy,Overijssel,AZ-2011-5195846,"Advantus Frame, Duo Pack",0.2,267,90,3,Furniture,Furnishings
AZ-2011-5195846,2/9/2011,Patricia Lukes,Almelo,Netherlands,Central,Corporate,2/13/2011,Economy,Overijssel,AZ-2011-5195846,"GlobeWeis Manila Envelope, Set of 50",0.5,55,-19,4,Office Supplies,Envelopes
AZ-2011-5195846,2/9/2011,Patricia Lukes,Almelo,Netherlands,Central,Corporate,2/13/2011,Economy,Overijssel,AZ-2011-5195846,"Rogers Trays, Wire Frame",0.5,91,-2,3,Office Supplies,Storage
AZ-2011-9107304,2/9/2011,Erin Gill,Barcelona,Spain,South,Home Office,2/14/2011,Economy,Catalonia,AZ-2011-9107304,"Ikea Corner Shelving, Metal",0,368,15,3,Furniture,Bookcases
AZ-2011-9107304,2/9/2011,Erin Gill,Barcelona,Spain,South,Home Office,2/14/2011,Economy,Catalonia,AZ-2011-9107304,"Binney & Smith Sketch Pad, Blue",0,93,24,2,Office Supplies,Art
AZ-2011-9107304,2/9/2011,Erin Gill,Barcelona,Spain,South,Home Office,2/14/2011,Economy,Catalonia,AZ-2011-9107304,"Cardinal 3-Hole Punch, Clear",0,85,18,3,Office Supplies,Binders
AZ-2011-9107304,2/9/2011,Erin Gill,Barcelona,Spain,South,Home Office,2/14/2011,Economy,Catalonia,AZ-2011-9107304,"Stockwell Rubber Bands, 12 Pack",0,48,5,3,Office Supplies,Fasteners
AZ-2011-9107304,2/9/2011,Erin Gill,Barcelona,Spain,South,Home Office,2/14/2011,Economy,Catalonia,AZ-2011-9107304,"Smead Folders, Wire Frame",0.1,60,-3,4,Office Supplies,Storage
BN-2011-3032749,2/10/2011,Victoria Bell,Hanover,Germany,Central,Home Office,2/10/2011,Immediate,Lower Saxony,BN-2011-3032749,"Avery Binder Covers, Clear",0.5,26,-14,5,Office Supplies,Binders
BN-2011-3032749,2/10/2011,Victoria Bell,Hanover,Germany,Central,Home Office,2/10/2011,Immediate,Lower Saxony,BN-2011-3032749,"Tenex File Cart, Industrial",0.6,215,-220,4,Office Supplies,Storage
AZ-2011-7255147,2/10/2011,Lilian Macredie,Basel,Switzerland,Central,Corporate,2/14/2011,Economy,Basel-Stadt,AZ-2011-7255147,"Sauder Library with Doors, Mobile",0,780,117,2,Furniture,Bookcases
AZ-2011-819110,2/10/2011,Charlotte Taylor,Marseille,France,Central,Consumer,2/14/2011,Economy,Provence-Alpes-Côte d'Azur,AZ-2011-819110,"Kraft Clasp Envelope, with clear poly window",0,50,24,4,Office Supplies,Envelopes
AZ-2011-7255147,2/10/2011,Lilian Macredie,Basel,Switzerland,Central,Corporate,2/14/2011,Economy,Basel-Stadt,AZ-2011-7255147,"BIC Highlighters, Blue",0,19,8,1,Office Supplies,Art
AZ-2011-819110,2/10/2011,Charlotte Taylor,Marseille,France,Central,Consumer,2/14/2011,Economy,Provence-Alpes-Côte d'Azur,AZ-2011-819110,"Panasonic Receipt Printer, Wireless",0.15,206,27,2,Technology,Machines
AZ-2011-5676694,2/10/2011,Jasmine Slater,Coslada,Spain,South,Corporate,2/15/2011,Economy,Madrid,AZ-2011-5676694,"Dania Classic Bookcase, Traditional",0,822,353,2,Furniture,Bookcases
AZ-2011-5676694,2/10/2011,Jasmine Slater,Coslada,Spain,South,Corporate,2/15/2011,Economy,Madrid,AZ-2011-5676694,"Boston Highlighters, Easy-Erase",0,19,4,1,Office Supplies,Art
AZ-2011-6048331,2/14/2011,Kayleigh Farmer,Elda,Spain,South,Consumer,2/19/2011,Economy Plus,Valenciana,AZ-2011-6048331,"BIC Markers, Blue",0,26,1,1,Office Supplies,Art
AZ-2011-6048331,2/14/2011,Kayleigh Farmer,Elda,Spain,South,Consumer,2/19/2011,Economy Plus,Valenciana,AZ-2011-6048331,"Eldon Box, Blue",0.1,9,2,1,Office Supplies,Storage
BN-2011-493873,2/15/2011,Tyson Ebden,Hardenberg,Netherlands,Central,Consumer,2/20/2011,Economy,Overijssel,BN-2011-493873,"Sauder Classic Bookcase, Pine",0.5,875,-577,4,Furniture,Bookcases
BN-2011-493873,2/15/2011,Tyson Ebden,Hardenberg,Netherlands,Central,Consumer,2/20/2011,Economy,Overijssel,BN-2011-493873,"Barricks Coffee Table, Fully Assembled",0.7,273,-500,3,Furniture,Tables
BN-2011-408191,2/15/2011,Sophie Franklin,Seville,Spain,South,Corporate,2/21/2011,Economy,Andalusía,BN-2011-408191,"Hon Executive Leather Armchair, Adjustable",0.2,728,-82,2,Furniture,Chairs
BN-2011-408191,2/15/2011,Sophie Franklin,Seville,Spain,South,Corporate,2/21/2011,Economy,Andalusía,BN-2011-408191,"Rubbermaid Door Stop, Erganomic",0,127,19,3,Furniture,Furnishings
BN-2011-307477,2/16/2011,Maya O'Sullivan,Muret,France,Central,Corporate,2/19/2011,Economy Plus,Languedoc-Roussillon-Midi-Pyrénées,BN-2011-307477,"SAFCO Executive Leather Armchair, Black",0.1,4544,1868,11,Furniture,Chairs
BN-2011-307477,2/16/2011,Maya O'Sullivan,Muret,France,Central,Corporate,2/19/2011,Economy Plus,Languedoc-Roussillon-Midi-Pyrénées,BN-2011-307477,"Hoover Microwave, Black",0.1,277,0,1,Office Supplies,Appliances
BN-2011-307477,2/16/2011,Maya O'Sullivan,Muret,France,Central,Corporate,2/19/2011,Economy Plus,Languedoc-Roussillon-Midi-Pyrénées,BN-2011-307477,"Stanley Highlighters, Easy-Erase",0,90,32,6,Office Supplies,Art
BN-2011-307477,2/16/2011,Maya O'Sullivan,Muret,France,Central,Corporate,2/19/2011,Economy Plus,Languedoc-Roussillon-Midi-Pyrénées,BN-2011-307477,"Nokia Audio Dock, VoIP",0.15,284,43,2,Technology,Phones
AZ-2011-2939440,2/18/2011,Tegan Savage,Castrop-Rauxel,Germany,Central,Consumer,2/22/2011,Economy Plus,North Rhine-Westphalia,AZ-2011-2939440,"Advantus Thumb Tacks, Assorted Sizes",0,55,8,5,Office Supplies,Fasteners
AZ-2011-2939440,2/18/2011,Tegan Savage,Castrop-Rauxel,Germany,Central,Consumer,2/22/2011,Economy Plus,North Rhine-Westphalia,AZ-2011-2939440,"OIC Staples, Assorted Sizes",0,62,23,7,Office Supplies,Fasteners
